Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,link,Latitud,Longitud,posee_conectividad
JUJUY,Susques,Huáncar,133,NO,NO,NO,SI,NO,NO,NO,NO,NO,38084040,-23.6016053200097,-66.413317571844,SI
SANTA FE,San Martín,El Trébol,11086,SI,SI,NO,NO,NO,SI,SI,SI,SI,82126070,-32.2030242455008,-61.7028944914559,SI
SANTA FE,San Martín,Landeta,1357,SI,SI,NO,NO,NO,NO,SI,SI,SI,82126080,-32.0138147005941,-62.0611771301989,SI
SANTA FE,San Martín,Las Bandurrias,172,NO,NO,NO,NO,NO,SI,NO,NO,SI,82126090,-32.1991899646564,-61.4927940449511,SI
SANTA FE,San Martín,Las Petacas,872,NO,NO,NO,NO,NO,NO,NO,NO,SI,82126100,-31.8247278111096,-62.1089907898346,SI
SANTA FE,San Martín,Los Cardos,1310,SI,SI,NO,NO,SI,NO,SI,SI,SI,82126110,-32.3243031135987,-61.6321111218833,SI
SANTA FE,San Martín,María Susana,3197,SI,NO,NO,SI,NO,SI,SI,SI,SI,82126120,-32.2654856687264,-61.9010253248989,SI
SANTA FE,San Martín,Piamonte,3336,SI,SI,NO,NO,NO,NO,SI,NO,SI,82126130,-32.1458665241358,-61.9811202181808,SI
SANTA FE,San Martín,San Jorge,17615,SI,SI,NO,SI,SI,SI,SI,SI,SI,82126140,-31.898003817155,-61.8603287777206,SI
SANTA FE,San Martín,San Martín de las Escobas,2299,SI,SI,NO,NO,NO,SI,SI,SI,SI,82126150,-31.8596737471682,-61.5702157763693,SI
SANTA FE,San Martín,Sastre,5425,SI,NO,NO,SI,NO,SI,SI,SI,SI,82126160,-31.7695325241636,-61.8294529565696,SI
SANTA FE,San Martín,Traill,65,NO,NO,NO,NO,NO,NO,NO,NO,NO,82126170,-31.9225991219581,-61.7024471962412,NO
SANTIAGO DEL ESTERO,Moreno,Tintina,3537,NO,NO,NO,SI,SI,NO,SI,NO,SI,86119120,-27.0259291304013,-62.6624439965305,SI
SANTIAGO DEL ESTERO,Moreno,Weisburd,1842,NO,NO,NO,NO,NO,SI,NO,NO,SI,86119130,-27.309625039991,-62.5400580550113,SI
SANTIAGO DEL ESTERO,Ojo de Agua,El 49,131,NO,NO,NO,NO,NO,NO,NO,NO,SI,86126010,-29.0867993771921,-63.875828156503,SI
SANTIAGO DEL ESTERO,Ojo de Agua,Sol de Julio,2437,NO,NO,NO,NO,SI,SI,NO,NO,SI,86126020,-29.5732131900914,-63.3519718397153,SI
SANTIAGO DEL ESTERO,Ojo de Agua,Villa Ojo de Agua,6776,NO,NO,NO,SI,NO,SI,SI,NO,SI,86126030,-29.5212673985671,-63.5916997386265,SI
SANTIAGO DEL ESTERO,Pellegrini,El Mojón,1620,NO,NO,NO,NO,NO,SI,NO,NO,SI,86133010,-26.1227673476409,-64.2866649635389,SI
SANTIAGO DEL ESTERO,Pellegrini,Las Delicias,639,NO,NO,NO,NO,NO,SI,NO,NO,NO,86133020,-26.7064602755708,-63.962722918298,SI
SANTIAGO DEL ESTERO,Pellegrini,Nueva Esperanza,5145,NO,NO,NO,SI,SI,SI,SI,NO,SI,86133030,-26.2281708369451,-64.2165350542077,SI
SANTIAGO DEL ESTERO,Pellegrini,Pozo Betbeder,460,NO,NO,NO,NO,NO,NO,NO,NO,NO,86133040,-26.4370381868394,-64.3184351031334,NO
SANTIAGO DEL ESTERO,Pellegrini,Rapelli,1303,NO,NO,NO,SI,NO,NO,SI,NO,SI,86133050,-26.4226389838804,-64.4823360114476,SI
SANTIAGO DEL ESTERO,Pellegrini,Santo Domingo,152,NO,NO,NO,NO,SI,SI,NO,NO,NO,86133060,-26.2546885459751,-63.7552458641711,SI
SANTIAGO DEL ESTERO,Quebrachos,Ramírez de Velazco,256,NO,NO,NO,NO,NO,NO,NO,NO,SI,86140010,-29.2435669638154,-63.3724472525701,SI
SANTIAGO DEL ESTERO,Quebrachos,Sumampa,5559,NO,SI,NO,NO,SI,SI,SI,NO,SI,86140020,-29.38690,-63.47780,SI
SANTIAGO DEL ESTERO,Quebrachos,Sumampa Viejo,53,NO,NO,NO,NO,NO,SI,NO,NO,NO,86140030,-29.38518,-63.4576167,SI
SANTIAGO DEL ESTERO,Río Hondo,Chañar Pozo de Abajo,62,NO,NO,NO,NO,NO,NO,NO,SI,SI,86147010,-27.6032640691893,-64.6291414240627,SI
SANTIAGO DEL ESTERO,Río Hondo,Chauchillas,146,NO,NO,NO,NO,SI,NO,NO,NO,NO,86147020,-27.5578779533854,-64.5047691864018,SI
SANTIAGO DEL ESTERO,Río Hondo,Colonia Tinco,838,NO,NO,NO,NO,SI,NO,NO,SI,SI,86147030,-27.4706728097674,-64.8807611774259,SI
SANTIAGO DEL ESTERO,Río Hondo,El Charco,95,NO,NO,NO,NO,SI,NO,NO,NO,NO,86147040,-27.22920,-64.70170,SI
SANTIAGO DEL ESTERO,Río Hondo,Gramilla,301,NO,NO,NO,NO,SI,SI,NO,NO,NO,86147050,-27.3384269183396,-64.5620856680986,SI
SANTIAGO DEL ESTERO,Río Hondo,La Nueva Donosa,372,NO,NO,NO,NO,NO,NO,NO,SI,SI,86147060,-27.4929236299126,-64.8767418087564,SI
SANTIAGO DEL ESTERO,Río Hondo,Los Miranda,86,NO,NO,NO,NO,NO,NO,NO,NO,NO,86147070,-27.5083733738626,-64.5649190077259,NO
SANTIAGO DEL ESTERO,Río Hondo,Los Núñez,573,NO,NO,NO,NO,NO,NO,NO,NO,SI,86147080,-27.53560,-64.52750,SI
SANTIAGO DEL ESTERO,Río Hondo,Mansupa,330,NO,NO,NO,NO,NO,NO,NO,SI,SI,86147090,-27.4976599537674,-64.855588327279,SI
SANTIAGO DEL ESTERO,Río Hondo,Pozuelos,689,NO,NO,NO,NO,SI,NO,NO,NO,NO,86147100,-27.3436338395462,-64.7026752507441,SI
SANTIAGO DEL ESTERO,Río Hondo,Rodeo de Valdez,84,NO,NO,NO,NO,NO,NO,NO,NO,NO,86147110,-27.53560,-64.52750,NO
SANTIAGO DEL ESTERO,Río Hondo,Sauzal,224,NO,NO,NO,NO,NO,NO,NO,NO,NO,86147120,-27.5280897695425,-64.5503115283226,NO
SANTIAGO DEL ESTERO,Río Hondo,Termas de Río Hondo,32166,SI,NO,NO,SI,SI,SI,SI,SI,SI,86147130,-27.49690,-64.86360123,SI
SANTIAGO DEL ESTERO,Río Hondo,Villa Giménez,163,NO,NO,NO,NO,NO,NO,NO,NO,NO,86147140,-27.6113684478077,-64.4241383951333,NO
SANTIAGO DEL ESTERO,Río Hondo,Villa Río Hondo,705,NO,NO,NO,NO,NO,NO,NO,SI,SI,86147150,-27.634837302922,-64.8202799876287,SI
SANTIAGO DEL ESTERO,Río Hondo,Villa Turística del Embalse,47,NO,NO,NO,NO,NO,NO,NO,NO,NO,86147160,-27.49690,-64.86360,NO
SANTIAGO DEL ESTERO,Río Hondo,Vinará,647,NO,NO,NO,NO,NO,NO,NO,NO,SI,86147170,-27.4161954364863,-64.7457788845071,SI
SANTIAGO DEL ESTERO,Rivadavia,Colonia Alpina,403,NO,SI,NO,NO,SI,SI,NO,NO,SI,86154010,-30.0328848601865,-61.9858847419354,SI
SANTIAGO DEL ESTERO,Rivadavia,Palo Negro,241,NO,NO,NO,NO,NO,SI,NO,SI,SI,86154020,-29.6498507669034,-62.0186380619386,SI
SANTIAGO DEL ESTERO,Rivadavia,Selva,2878,NO,SI,NO,NO,SI,SI,SI,SI,SI,86154030,-29.7411965865744,-61.9305030989562,SI
CABA,COMUNA 03,BALVANERA,138926,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.6090997738407,-58.4030625195747,SI
CHACO,9 de Julio,Las Breñas,22953,SI,NO,NO,SI,SI,NO,SI,SI,SI,22105010,-27.0885167236059,-61.0836993088858,SI
CHACO,Almirante Brown,Concepción del Bermejo,5309,NO,NO,NO,SI,SI,SI,SI,SI,SI,22007010,-26.602273964006,-60.9492636999567,SI
CHACO,Almirante Brown,Los Frentones,5520,NO,NO,NO,SI,SI,NO,SI,NO,SI,22007020,-26.4082976307567,-61.4134271371597,SI
CHACO,Almirante Brown,Pampa del Infierno,9063,NO,NO,NO,SI,SI,SI,SI,SI,SI,22007030,-26.5063974406178,-61.1764901971888,SI
CHACO,Almirante Brown,Río Muerto,1052,NO,NO,NO,NO,NO,NO,NO,NO,SI,22007040,-26.3078818113872,-61.6540440649869,SI
CHUBUT,Cushamen,Leleque,116,NO,NO,NO,NO,SI,NO,NO,NO,NO,26014100,-42.4288626216315,-71.0683951630343,SI
CHACO,Almirante Brown,Taco Pozo,7813,NO,NO,NO,SI,SI,NO,SI,NO,SI,22007050,-25.6156598937138,-63.2692964997065,SI
CHACO,Bermejo,General Vedia,1751,SI,NO,NO,SI,SI,SI,SI,NO,SI,22014010,-26.9349378591637,-58.6612848328678,SI
CHACO,Bermejo,Isla del Cerrito,1758,NO,NO,NO,NO,SI,NO,SI,NO,SI,22014020,-27.2927852739485,-58.6178377359072,SI
CHACO,Bermejo,La Leonesa,8823,SI,NO,NO,NO,NO,SI,SI,SI,SI,22014030,-27.0379596283785,-58.7069377183708,SI
CHACO,Bermejo,Las Palmas,4914,NO,NO,NO,SI,SI,SI,NO,SI,SI,22014040,-27.0478975207771,-58.6795739267563,SI
CHACO,Bermejo,Puerto Bermejo Nuevo,1733,NO,NO,NO,SI,NO,SI,SI,NO,NO,22014050,-26.9073753724695,-58.5428316633796,SI
CHACO,Bermejo,Puerto Bermejo Viejo,86,NO,NO,NO,NO,NO,NO,NO,NO,SI,22014060,-26.9285481385672,-58.5063036590574,SI
CHACO,Bermejo,Puerto Eva Perón,609,NO,NO,NO,SI,SI,SI,NO,NO,SI,22014070,-26.661480092829,-58.6355818176747,SI
CHACO,Chacabuco,Charata,26497,SI,NO,NO,SI,SI,SI,SI,SI,SI,22028010,-27.2200458502784,-61.1915854495204,SI
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,89882,SI,SI,NO,SI,SI,SI,SI,SI,SI,22021010,-26.7916058929378,-60.4421462814095,SI
CHACO,Fray Justo Santa María de Oro,Chorotis,941,NO,NO,NO,NO,NO,NO,NO,NO,SI,22043010,-27.9175852858656,-61.3995694680726,SI
CHACO,Fray Justo Santa María de Oro,Santa Sylvina,7340,NO,SI,NO,SI,SI,NO,NO,SI,SI,22043020,-27.8356008575455,-61.1361742191871,SI
CHACO,Fray Justo Santa María de Oro,Venados Grandes,303,NO,NO,NO,NO,NO,NO,NO,NO,NO,22043030,-27.8181539157701,-61.3815664200405,NO
MENDOZA,San Carlos,Barrio Carrasco,135,NO,NO,NO,NO,NO,NO,NO,NO,NO,50091005,-33.8321066130502,-69.0490032074462,NO
MENDOZA,San Carlos,Barrio El Cepillo,109,NO,NO,NO,NO,NO,NO,NO,NO,NO,50091010,-33.8386533809471,-69.1303497215532,NO
CABA,COMUNA 11,VILLA DEL PARQUE,55273,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.6042463004493,-58.4906764324396,SI
CHACO,General Belgrano,Corzuela,10335,SI,NO,NO,SI,SI,SI,SI,SI,SI,22049010,-26.9556760087163,-60.9707574059512,SI
CHACO,General Donovan,La Escondida,3261,SI,SI,NO,NO,SI,SI,SI,SI,SI,22056010,-27.1073248470025,-59.4475325100431,SI
CHACO,General Donovan,La Verde,2717,SI,NO,NO,SI,SI,NO,SI,SI,SI,22056020,-27.1297934337807,-59.3774619894492,SI
CHACO,General Donovan,Lapachito,888,SI,NO,NO,NO,NO,NO,SI,SI,SI,22056030,-27.1587903465778,-59.3903975007013,SI
CHACO,General Donovan,Makallé,4322,SI,SI,NO,NO,SI,NO,SI,SI,SI,22056040,-27.211618544441,-59.2883662132688,SI
CHACO,General Güemes,El Espinillo,1261,NO,NO,NO,NO,SI,NO,NO,NO,SI,22063010,-25.4176698636006,-60.4139677023547,SI
CHACO,General Güemes,El Sauzal,715,NO,NO,NO,NO,NO,SI,NO,NO,NO,22063020,-24.579149375301,-61.5461702165927,SI
CHACO,General Güemes,El Sauzalito,3374,NO,NO,NO,NO,SI,NO,SI,NO,SI,22063030,-24.4345499393074,-61.6813716975806,SI
CHACO,General Güemes,Fortín Lavalle,687,NO,NO,NO,NO,NO,SI,NO,NO,NO,22063040,-25.7056308542578,-60.2037478681132,SI
CHACO,General Güemes,Fuerte Esperanza,1376,NO,NO,NO,SI,NO,NO,NO,NO,SI,22063050,-25.1560600566745,-61.8424104268078,SI
CHACO,General Güemes,Juan José Castelli,27201,SI,NO,NO,SI,NO,SI,SI,SI,SI,22063060,-25.9504150377594,-60.6243211030425,SI
CHACO,General Güemes,Miraflores,4737,NO,NO,NO,SI,NO,SI,NO,NO,SI,22063070,-25.6489334968628,-60.9300401901344,SI
CHACO,General Güemes,Nueva Pompeya,2259,NO,NO,NO,NO,SI,SI,NO,NO,NO,22063080,-24.9334418837191,-61.4846998398146,SI
CHACO,General Güemes,Puerto Lavalle,687,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-25.649381418262,-60.1360920639447,NO
CHACO,General Güemes,Villa Río Bermejito,3752,SI,NO,NO,SI,SI,SI,SI,NO,SI,22063100,-25.6424413894079,-60.2629438807651,SI
CHACO,General Güemes,Wichi,773,NO,NO,NO,NO,NO,SI,NO,NO,NO,22063110,-24.6913977720534,-61.4304454802334,SI
CHACO,General Güemes,Zaparinqui,700,NO,NO,NO,NO,NO,NO,NO,NO,NO,22063120,-26.0673623556601,-60.5633873019222,NO
CHACO,Independencia,Avia Terai,6203,SI,NO,NO,SI,SI,NO,SI,SI,SI,22070010,-26.6904269113097,-60.7309487066584,SI
CHACO,Independencia,Campo Largo,9069,SI,NO,NO,SI,NO,NO,SI,SI,SI,22070020,-26.8038644067827,-60.8423032131182,SI
CHACO,Independencia,Fortín Las Chuñas,302,NO,NO,NO,NO,NO,NO,NO,NO,SI,22070030,-26.8891042551114,-60.908152214423,SI
CHACO,Independencia,Napenay,2661,NO,NO,NO,NO,NO,NO,SI,NO,SI,22070040,-26.7314687114399,-60.6190285151237,SI
CHACO,Libertad,Colonia Popular,191,NO,NO,NO,NO,NO,NO,SI,NO,SI,22077010,-27.2759309408353,-59.1523781564389,SI
CHACO,Libertad,Estación General Obligado,31,NO,NO,NO,NO,NO,NO,NO,NO,NO,22077020,-27.4128679939929,-59.4201579706051,NO
CHACO,Libertad,Laguna Blanca,547,NO,NO,NO,NO,SI,NO,SI,NO,NO,22077030,-27.2572195505018,-59.2340486127892,SI
CHUBUT,Escalante,Acceso Norte,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-45.782807331545,-67.5033367870766,SI
CHUBUT,Escalante,Astra,341,NO,NO,NO,NO,NO,NO,NO,SI,NO,26021010,-45.7366075458208,-67.485214728265,SI
CHUBUT,Escalante,Bahía Bustamante,25,NO,NO,NO,NO,NO,NO,NO,NO,NO,26021020,-45.1143552826119,-66.5349166167103,NO
CHUBUT,Escalante,Barrio 25 De Mayo,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-45.8248454635041,-67.4616495988676,SI
CHUBUT,Escalante,Barrio Caleta Cordova,0,NO,NO,NO,NO,NO,NO,NO,SI,NO,,-45.7482508559011,-67.3786501769463,SI
CHUBUT,Escalante,Barrio Caleta Olivares,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-45.7757274867383,-67.3895609391029,NO
CHUBUT,Escalante,Barrio Castelli,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-45.8180472017947,-67.4820283811333,SI
CHUBUT,Escalante,Barrio Ciudadela,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-45.7969335159784,-67.5038537987439,NO
CHUBUT,Escalante,Barrio Gasoducto,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-45.7935756857887,-67.5039634957522,SI
CHUBUT,Escalante,Barrio Guemes,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-45.8217123319455,-67.4921204994732,NO
CHUBUT,Escalante,Barrio Laprida,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-45.8286806171316,-67.5429175806012,NO
CHUBUT,Escalante,Barrio Manantial Rosales,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-45.8171962363307,-67.5384037096511,NO
CHUBUT,Escalante,Barrio Militar - Aeropuerto Militar,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-45.7880202044185,-67.4666859492816,SI
CHUBUT,Escalante,Barrio Prospero Palazzo,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-45.7954205855384,-67.4728320436648,SI
CHUBUT,Escalante,Barrio Restinga Ali,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-45.7933095274399,-67.4097861221166,SI
CHUBUT,Escalante,Barrio Rodriguez Peña,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-45.8042084863804,-67.4855016639952,NO
CHUBUT,Escalante,Barrio Saavedra,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-45.8455307615478,-67.5145852993993,SI
CHUBUT,Escalante,Barrio Sarmiento,0,NO,NO,NO,NO,NO,NO,NO,SI,NO,,-45.8191333517328,-67.502587140919,SI
CHUBUT,Escalante,Barrio Villa S.U.P.E.,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-45.8367380263826,-67.5021112026914,SI
CHUBUT,Escalante,Comodoro Rivadavia,175196,SI,SI,SI,SI,SI,SI,SI,SI,SI,26021030,-45.8729846778063,-67.5430559979427,SI
CHUBUT,Escalante,Diadema Argentina,1317,NO,NO,NO,SI,NO,SI,NO,SI,SI,26021040,-45.7906089158021,-67.6738925726169,SI
NEUQUEN,Chos Malal,Chos Malal,13092,SI,NO,SI,SI,SI,SI,SI,SI,SI,58042010,-37.3792566593514,-70.2723772223192,SI
NEUQUEN,Chos Malal,Tricao Malal,533,NO,NO,NO,NO,NO,SI,SI,NO,NO,58042020,-37.0428490399834,-70.3347175778926,SI
NEUQUEN,Chos Malal,Villa del Curi Leuvú,148,NO,NO,NO,NO,NO,NO,NO,NO,NO,58042030,-37.1337365202592,-70.3969231250344,NO
NEUQUEN,Collón Curá,Piedra del Águila,3669,NO,NO,SI,NO,SI,NO,SI,SI,SI,58028010,-40.0465538638606,-70.077319578901,SI
NEUQUEN,Collón Curá,Santo Tomás,219,NO,NO,NO,NO,NO,NO,SI,NO,NO,58028020,-39.8218007278609,-70.1028884849476,SI
NEUQUEN,Confluencia,11 de Octubre,236,NO,NO,NO,NO,NO,NO,NO,SI,SI,58035080,-38.878684024658,-68.1001707201744,SI
NEUQUEN,Confluencia,Arroyito,90,NO,NO,NO,NO,NO,SI,NO,SI,SI,58035010,-39.0743997961308,-68.5703350642529,SI
NEUQUEN,Confluencia,Barrio Ruca Luhé,110,NO,NO,NO,NO,NO,NO,NO,NO,NO,58035020,-38.7543907123239,-68.1803399743279,NO
NEUQUEN,Confluencia,Centenario,32928,NO,SI,NO,SI,SI,SI,SI,SI,SI,58035030,-38.8275777081112,-68.1532191639297,SI
NEUQUEN,Confluencia,Cutral Có,35465,SI,NO,SI,SI,SI,NO,NO,SI,SI,58035040,-38.9366016135518,-69.2413390332884,SI
NEUQUEN,Confluencia,El Chocón,426,NO,NO,NO,NO,SI,SI,NO,NO,NO,58035050,-39.2589786425295,-68.8268723660918,SI
NEUQUEN,Confluencia,Mari Menuco,82,NO,NO,NO,NO,NO,SI,NO,SI,SI,58035060,-38.5383043330689,-68.557547832041,SI
SANTA FE,San Cristóbal,Capivara,102,NO,NO,NO,NO,SI,NO,NO,NO,NO,82091050,-30.4615028173869,-61.2722735128607,SI
SANTA FE,San Cristóbal,Ceres,14499,SI,SI,NO,NO,NO,SI,SI,SI,SI,82091060,-29.8823371283479,-61.9452374270961,SI
SANTA FE,San Cristóbal,Colonia Ana,16,NO,NO,NO,NO,NO,NO,NO,NO,NO,82091070,-30.1449998391803,-61.9147917462344,NO
SANTA FE,San Jerónimo,Barrancas,4650,SI,NO,NO,SI,NO,SI,SI,SI,SI,82105030,-32.2366357816462,-60.9827401330363,SI
SANTA FE,San Jerónimo,Barrio Caima,1655,NO,NO,NO,NO,NO,SI,NO,NO,NO,82105040,-31.8320800807618,-60.8719647067245,SI
SANTA FE,San Jerónimo,Barrio El Pacaá - Barrio Comipini,12,NO,NO,NO,NO,NO,NO,NO,NO,NO,82105050,-32.1313356998216,-60.9282685049176,NO
SANTA FE,San Jerónimo,Bernardo de Irigoyen (Est. Irigoyen),1566,NO,NO,NO,SI,NO,NO,SI,SI,SI,82105060,-32.1709306189148,-61.1572748282837,SI
SANTA FE,San Jerónimo,Casalegno,158,NO,NO,NO,NO,NO,NO,SI,NO,NO,82105070,-32.2638306241466,-61.1261488657874,SI
SANTA FE,San Jerónimo,Centeno,2870,SI,NO,NO,NO,NO,NO,SI,SI,SI,82105080,-32.298023717348,-61.4107241466286,SI
SANTA FE,San Jerónimo,Coronda,16873,SI,SI,NO,SI,NO,SI,SI,SI,SI,82105090,-31.975646712145,-60.9201341188126,SI
SANTA FE,San Jerónimo,Desvío Arijón,946,SI,NO,NO,NO,NO,SI,SI,SI,SI,82105100,-31.8727393656094,-60.8896993521491,SI
SANTA FE,San Jerónimo,Díaz,1721,SI,NO,NO,NO,NO,NO,SI,NO,SI,82105110,-32.3750588242506,-61.091442512126,SI
SANTA FE,San Jerónimo,Gaboto,2788,NO,NO,NO,NO,NO,SI,SI,SI,SI,82105120,-32.4343760818819,-60.8185390941723,SI
SANTA FE,San Jerónimo,Gálvez,19061,SI,NO,NO,SI,SI,SI,SI,SI,SI,82105130,-32.0326455920318,-61.2199610274248,SI
SANTA FE,San Jerónimo,Gessler,857,SI,NO,NO,SI,NO,SI,SI,NO,SI,82105140,-31.8770449531764,-61.1288367653984,SI
SANTA FE,San Jerónimo,Irigoyen,950,NO,SI,NO,NO,NO,SI,NO,NO,SI,82105150,-32.16077341012,-61.1104258428642,SI
MENDOZA,San Carlos,Chilecito,1033,NO,NO,NO,NO,NO,SI,NO,SI,SI,50091020,-33.8934020968296,-69.0804633582269,SI
MENDOZA,San Carlos,Eugenio Bustos,5591,SI,NO,NO,NO,NO,SI,SI,SI,SI,50091030,-33.7850224488548,-69.0729045258216,SI
MENDOZA,San Carlos,La Consulta,8241,SI,NO,NO,NO,SI,SI,SI,SI,SI,50091040,-33.7386757381913,-69.1281255649691,SI
MENDOZA,San Carlos,Pareditas,1021,NO,NO,NO,NO,NO,SI,SI,SI,SI,50091050,-33.9452563037172,-69.0824859034273,SI
MENDOZA,San Carlos,San Carlos,3886,NO,SI,NO,NO,NO,SI,NO,SI,SI,50091060,-33.7744494556708,-69.0490909178745,SI
MENDOZA,San Martín,Alto Salvador,0,NO,NO,NO,SI,NO,SI,NO,NO,NO,,-33.0359716817131,-68.4708407197208,SI
MENDOZA,San Martín,Alto Verde,1627,NO,NO,NO,SI,NO,SI,NO,NO,NO,50098020,-33.1195037386563,-68.4180218961221,SI
MENDOZA,San Martín,Barrio Chivilcoy,403,NO,NO,NO,NO,NO,NO,NO,NO,NO,50098030,-33.0411467362082,-68.3541527366296,NO
MENDOZA,San Martín,Barrio Emanuel,75,NO,NO,NO,NO,NO,NO,NO,NO,NO,50098040,-32.8468555962866,-68.4100199226668,NO
MENDOZA,San Martín,Barrio La Estación,111,NO,NO,NO,NO,NO,NO,NO,NO,NO,50098045,-33.155290161095,-68.3543621643557,NO
MENDOZA,San Martín,Barrio Los Charabones,227,NO,NO,NO,NO,NO,NO,NO,NO,NO,50098050,-32.9785115683367,-68.3051018239824,NO
MENDOZA,San Martín,Barrio Ntra. Sra. De Fátima,203,NO,NO,NO,NO,NO,NO,NO,SI,NO,50098055,-33.1309714824444,-68.351277983232,SI
MENDOZA,San Martín,Chapanay,1486,NO,NO,SI,SI,NO,SI,SI,SI,SI,50098060,-32.9801177295667,-68.4765253845307,SI
MENDOZA,San Martín,Chivilcoy,550,NO,NO,NO,NO,NO,NO,NO,NO,NO,50098070,-33.038335582925,-68.4594029398778,NO
MENDOZA,San Martín,El Espino,376,NO,NO,NO,NO,NO,SI,NO,NO,NO,50098073,-33.077333062302,-68.3982838200909,SI
MENDOZA,San Martín,El Ramblón,159,NO,NO,NO,NO,NO,SI,NO,NO,NO,50098077,-33.1617709736953,-68.2954844260235,SI
MENDOZA,San Martín,Montecaseros,1106,NO,NO,NO,NO,NO,SI,SI,SI,SI,50098080,-33.0109966347898,-68.3936801268915,SI
MENDOZA,San Martín,Nueva California,208,NO,NO,NO,NO,NO,SI,NO,NO,NO,50098090,-32.7450606095364,-68.335450804198,SI
MENDOZA,San Martín,PALMIRA,0,NO,NO,NO,SI,NO,SI,NO,SI,SI,,-33.0499932818968,-68.5490896779466,SI
SAN LUIS,Gobernador Dupuy,Martín de Loyola,78,NO,NO,NO,NO,SI,SI,NO,NO,NO,74042100,-35.7111681131223,-66.3525275844943,SI
SAN LUIS,Gobernador Dupuy,Nahuel Mapá,66,NO,NO,NO,NO,NO,SI,SI,NO,NO,74042110,-34.7833678660504,-66.1701498297947,SI
SAN LUIS,Gobernador Dupuy,Navia,205,NO,NO,NO,NO,SI,SI,SI,NO,NO,74042120,-34.7726733665409,-66.5862788668642,SI
SAN LUIS,Gobernador Dupuy,Nueva Galia,1353,NO,NO,NO,NO,NO,SI,SI,NO,SI,74042130,-35.1124747000615,-65.2532109154966,SI
SAN LUIS,Gobernador Dupuy,Unión,2462,NO,NO,NO,NO,NO,SI,SI,NO,SI,74042140,-35.1549261061197,-65.9424468511458,SI
SAN LUIS,Junín,Bajo De Veliz,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-32.31398017,-65.41102538,NO
SAN LUIS,Junín,Balde De Escudero,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-32.09212653,-65.56649133,NO
SAN LUIS,Junín,Carpinteria,1788,SI,SI,NO,NO,NO,SI,SI,SI,SI,74049010,-32.4102495120789,-65.0113926769819,SI
SAN LUIS,Junín,Cerrito Blanco,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-32.2359503198865,-65.2293786067878,NO
SAN LUIS,Junín,Cerro de Oro,560,NO,NO,NO,SI,NO,SI,SI,NO,NO,74049020,-32.3851963369856,-64.9859436108737,SI
SAN LUIS,Junín,El Duraznito,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-32.31004,-65.27742028,NO
SAN LUIS,Junín,La Chilca,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-32.41118937,-65.30673087,NO
SAN LUIS,Junín,La Lomita,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-32.0611870301487,-65.2978339370276,NO
SAN LUIS,Junín,Lafinur,201,NO,NO,NO,NO,NO,SI,NO,NO,NO,74049030,-32.0621151953791,-65.3496815467824,SI
SAN LUIS,Junín,Las Palomas,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-32.06323545,-65.4731808,NO
SAN LUIS,Junín,Los Cajones,431,NO,NO,NO,NO,NO,SI,SI,NO,NO,74049040,-32.0257513048361,-65.3749361476641,SI
SAN LUIS,Junín,Los Lobos,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-32.46252534,-65.26989048,NO
SAN LUIS,Junín,Los Molles,732,NO,NO,NO,NO,NO,SI,SI,NO,NO,74049050,-32.4395447509138,-65.0106822684226,SI
SAN LUIS,Libertador Grl. San Martín,La Ramada,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,,-32.69361676,-65.57906863,SI
SAN LUIS,Libertador Grl. San Martín,La Totora,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-32.68103703,-65.81152823,NO
